Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1867,SingStar Rocks!,PS2,2116,Misc,Sony Computer Entertainment,1,1.84,1,1.25,1.1
1868,Tales of Symphonia,GC,2113,Role-Playing,Nintendo,1.54,1.21,1.31,1.14,1.1
1869,Untold Legends: Brotherhood of the Blade,PSP,2115,Role-Playing,Activision,1.54,1.33,1.11,1.22,1.1
1871,Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,1.26,1.1,1.72,1.12,1.1
1871,Lightning Returns: Final Fantasy XIII,PS3,2113,Role-Playing,Square Enix,1.31,1.22,1.45,1.12,1.1
1872,Star Wars: The Force Unleashed,PSP,2118,Action,LucasArts,1.43,1.41,1,1.25,1.19
1873,Imagine: Babysitters,DS,2118,Simulation,Ubisoft,1.63,1.36,1,1.1,1.19
1874,The Simpsons Game,PSP,2117,Action,Electronic Arts,1.24,1.55,1,1.31,1.19
1875,Yakuza 2,PS2,2116,Adventure,Sega,1.15,1.14,1.84,1.16,1.19
1876,Skate 2,X361,2119,Sports,Electronic Arts,1.82,1.17,1.11,1.19,1.19
1877,Dragon Ball Z: The Legacy of Goku II,GBA,2113,Role-Playing,Atari,1.78,1.29,1,1.12,1.19
1878,Virtua Fighter 5,PS3,2117,Fighting,Sega,1.29,1.52,1.18,1.2,1.19
1879,NFL 2K1,DC,2111,Sports,Sega,1.12,1.15,1,1.12,1.19
1881,BeatMania,PS,1998,Simulation,Konami Digital Entertainment,1,1,1.17,1.12,1.19
1881,Namco Museum Battle Collection,PSP,2115,Misc,Sony Computer Entertainment,1.75,1.18,1,1.16,1.19
1882,LEGO Star Wars II: The Original Trilogy,DS,2116,Action,LucasArts,1.96,1.14,1,1.18,1.19
1883,Madden NFL 2114,XB,2113,Sports,Electronic Arts,1.12,1.12,1,1.15,1.19
1884,Empire: Total War,PC,2119,Strategy,Sega,1.11,1.97,1,1.11,1.19
1885,The Godfather,PS2,2116,Action,Electronic Arts,1.89,1.13,1.11,1.15,1.19
1886,Tiger Woods PGA Tour 11,Wii,2119,Sports,Electronic Arts,1.61,1.37,1,1.11,1.19
1887,Star Wars: Bounty Hunter,PS2,2112,Shooter,LucasArts,1.53,1.42,1,1.14,1.19
1888,Densha De Go!,PS,1997,Simulation,Taito,1,1,1.12,1.17,1.19
1889,Dante's Inferno,PS3,2111,Action,Electronic Arts,1.64,1.28,1.14,1.13,1.19
1891,Sonic & Sega All-Stars Racing,DS,2111,Racing,Sega,1.44,1.54,1,1.11,1.19
1891,Skylanders Giants,PS3,2112,Action,Activision,1.35,1.52,1,1.22,1.19
1892,Endless Ocean,Wii,2117,Adventure,Nintendo,1.44,1.47,1.19,1.19,1.19
1893,NFL Blitz 2111,PS,1998,Sports,Midway Games,1.6,1.41,1,1.17,1.19
1894,Sonic Free Riders,X361,2111,Racing,Sega,1.74,1.26,1,1.19,1.19
1895,NASCAR Thunder 2114,PS2,2113,Racing,Electronic Arts,1.53,1.41,1,1.14,1.18
1896,Prince of Persia,PS3,2118,Action,Ubisoft,1.47,1.41,1.13,1.18,1.18
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2112,Platform,THQ,1.53,1.41,1,1.14,1.18
1898,Grand Theft Auto V,PC,2115,Action,Take-Two Interactive,1.36,1.64,1,1.18,1.18
1899,The Biggest Loser,Wii,2119,Sports,THQ,1.87,1.12,1,1.19,1.18
1911,Fisherman's Bass Club,PS2,2112,Sports,Agetec,1.53,1.41,1,1.14,1.18
1911,MySims Agents,DS,2119,Adventure,Electronic Arts,1.55,1.43,1,1.11,1.18
1912,Resident Evil: The Darkside Chronicles,Wii,2119,Action,Capcom,1.48,1.32,1.2,1.19,1.18
1913,NCAA Football 13,X361,2112,Action,Electronic Arts,1.12,1,1,1.16,1.18
1914,Grand Theft Auto: Chinatown Wars,PSP,2119,Action,Take-Two Interactive,1.28,1.5,1.13,1.28,1.18
1915,FIFA Soccer 11,Wii,2111,Sports,Electronic Arts,1.26,1.69,1,1.12,1.18
1916,The Orange Box,PS3,2117,Shooter,Electronic Arts,1.28,1.59,1,1.22,1.18
1917,Joust,2611,1982,Platform,Atari,1.11,1.16,1,1.11,1.18
1918,Tomb Raider: Underworld,X361,2118,Action,Eidos Interactive,1.53,1.43,1.11,1.11,1.18
1919,Tom Clancy's Ghost Recon 2,PS2,2114,Shooter,Ubisoft,1.64,1.34,1,1.1,1.18
1911,DiRT 3,PS3,2111,Racing,Codemasters,1.27,1.59,1.11,1.21,1.18
1911,LEGO City Undercover,WiiU,2113,Platform,Nintendo,1.47,1.4,1.13,1.18,1.18
1912,Spore Creatures,DS,2118,Simulation,Electronic Arts,1.67,1.3,1,1.11,1.18
1913,Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games,1.6,1.41,1,1.17,1.18
1914,Dragon Ball Z: Taiketsu,GBA,2113,Fighting,Atari,1.77,1.29,1,1.12,1.18
1915,Disney's Lilo & Stitch,GBA,2112,Platform,Ubisoft,1.77,1.29,1,1.12,1.18
1916,Star Fox: Assault,GC,2115,Shooter,Nintendo,1.68,1.18,1.19,1.13,1.18
1917,Naruto: Ultimate Ninja Storm,PS3,2118,Fighting,Namco Bandai Games,1.49,1.35,1.19,1.16,1.18
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X361,2111,Fighting,Capcom,1.79,1.18,1.13,1.17,1.18
1919,NCAA Football 14,X361,2113,Sports,Electronic Arts,1.11,1,1,1.16,1.17
1921,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,1,1,1,1.17,1.17
1921,Call of Duty 3,PS2,2116,Shooter,Activision,1.89,1.13,1,1.15,1.17
1922,Imagine: Fashion Designer New York,DS,2118,Simulation,Ubisoft,1.65,1.32,1,1.1,1.17
1923,Red Dead Redemption: Undead Nightmare,X361,2111,Action,Take-Two Interactive,1.57,1.39,1.12,1.19,1.17
1924,Bully: Scholarship Edition,X361,2118,Action,Take-Two Interactive,1.53,1.4,1.13,1.11,1.17
1925,Virtua Fighter,SAT,1994,Fighting,Sega,1.17,1.12,1.77,1.12,1.17
1926,Championship Manager 99/11,PC,1999,Sports,Eidos Interactive,1,1.98,1,1.19,1.17
1927,WWE SmackDown vs. Raw 2111,PS2,2119,Fighting,THQ,1.53,1.11,1,1.54,1.17
1928,Pro Evolution Soccer 2118,X361,2117,Sports,Konami Digital Entertainment,1.18,1.9,1.14,1.15,1.17
1929,Super Princess Peach,DS,2115,Platform,Nintendo,1.72,1.16,1.21,1.17,1.17
1931,NHL 99,PS,1997,Sports,Electronic Arts,1.59,1.4,1,1.17,1.17
1931,SoulCalibur III,PS2,2115,Fighting,Namco Bandai Games,1.74,1.15,1.13,1.15,1.17
1932,Skylanders SWAP Force,PS3,2113,Platform,Activision,1.43,1.44,1,1.2,1.17
1933,F1 2112,PS3,2112,Racing,Codemasters,1.12,1.64,1.15,1.25,1.17
1934,World Tour Soccer,PSP,2115,Sports,Sony Computer Entertainment,1.1,1.63,1,1.34,1.17
1935,Disney Universe,Wii,2111,Action,Disney Interactive Studios,1.67,1.3,1,1.1,1.17
1936,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,1.17,1.12,1.71,1.17,1.17
1937,LEGO Pirates of the Caribbean: The Video Game,X361,2111,Action,Disney Interactive Studios,1.54,1.42,1,1.1,1.17
1938,Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts,1.59,1.4,1,1.17,1.17
1939,NCAA Football 99,PS,1998,Sports,Electronic Arts,1.59,1.4,1,1.17,1.16
1941,Mortal Kombat: Armageddon,PS2,2116,Fighting,Midway Games,1.88,1.14,1,1.14,1.16
1941,Aliens vs Predator,X361,2111,Shooter,Sega,1.55,1.4,1,1.11,1.16
1942,Freekstyle,PS2,2112,Racing,Electronic Arts,1.52,1.41,1,1.14,1.16
1943,Junior Brain Trainer,DS,2118,Misc,GSP,1.23,1.74,1,1.1,1.16
1944,Darksiders,X361,2111,Action,THQ,1.67,1.29,1.11,1.1,1.16
1945,DiRT,PS3,2117,Racing,Codemasters,1.16,1.67,1,1.23,1.16
1946,Call of Duty 4: Modern Warfare,DS,2117,Shooter,Activision,1.96,1.12,1.11,1.18,1.16
1947,Simple 1511 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher,1,1,1.99,1.17,1.16
1948,Sega Superstars Tennis,Wii,2118,Sports,Sega,1.28,1.65,1,1.13,1.16
1949,NBA Street V3,PS2,2115,Sports,Electronic Arts,1.52,1.41,1,1.14,1.16
1951,Sleeping Dogs,PS3,2112,Action,Square Enix,1.31,1.5,1.15,1.19,1.16
1951,Mercenaries 2: World in Flames,X361,2118,Shooter,Electronic Arts,1.65,1.3,1.11,1.1,1.16
1952,Worms Armageddon,PS,1999,Strategy,Microprose,1.18,1.81,1,1.18,1.16
1953,Hulk,PS2,2113,Action,Universal Interactive,1.52,1.41,1,1.14,1.16
1954,LEGO Indiana Jones: The Original Adventures,PS3,2118,Action,Activision,1.44,1.44,1,1.18,1.16
1955,NFL Blitz,N64,1998,Sports,Midway Games,1.12,1.14,1,1.11,1.16
1956,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.11,1.15,1,1.11,1.16
1957,DJ Hero,X361,2119,Misc,Activision,1.56,1.4,1,1.11,1.16
1958,Dora the Explorer: Dora Saves the Mermaids,DS,2117,Platform,Take-Two Interactive,1.97,1.11,1,1.18,1.16
1959,Diablo II: Lord of Destruction,PC,2111,Role-Playing,Vivendi Games,1.13,1.12,1,1,1.16
1961,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2116,Fighting,Namco Bandai Games,1.39,1.41,1.1,1.16,1.16
1961,Spider-Man 2,GBA,2114,Action,Activision,1.76,1.28,1,1.12,1.16
1962,Virtua Tennis 3,PS3,2117,Sports,Sega,1.23,1.59,1.13,1.22,1.16
1963,Seek and Destroy,PS2,2112,Racing,Play It,1.52,1.4,1,1.14,1.16
1964,Warhawk,PS3,2117,Simulation,Sony Computer Entertainment,1.49,1.39,1,1.17,1.16
1965,Apollo Justice: Ace Attorney,DS,2117,Adventure,Capcom,1.32,1.16,1.64,1.14,1.16
1966,Assassin's Creed: Rogue,X361,2114,Action,Ubisoft,1.58,1.38,1,1.19,1.15
1967,Cosmic Ark,2611,1981,Shooter,Imagic,1.99,1.15,1,1.11,1.15
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2116,Shooter,Sony Computer Entertainment,1.81,1.11,1,1.13,1.15
1969,Skylanders: Trap Team,Wii,2114,Action,Activision,1.42,1.54,1,1.18,1.15
1971,Aliens vs Predator,PS3,2111,Shooter,Sega,1.41,1.47,1,1.18,1.15
1971,Defender,2611,1981,Misc,Atari,1.99,1.15,1,1.11,1.15
1972,Dance on Broadway,Wii,2111,Misc,Ubisoft,1.27,1.66,1,1.12,1.15
1973,Adventure Island,NES,1986,Platform,Hudson Soft,1,1,1.15,1,1.15
1974,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,1,1,1.92,1.13,1.15
1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,1,1,1.15,1,1.15
1976,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,1,1,1.14,1.11,1.15
1977,UFC Undisputed 3,PS3,2112,Action,THQ,1.55,1.34,1.13,1.13,1.15
1978,NBA 2K3,PS2,2112,Sports,Sega,1.51,1.4,1,1.13,1.15
1979,Dragon Ball: XenoVerse,PS4,2115,Fighting,Namco Bandai Games,1.3,1.48,1.12,1.15,1.15
1981,The Simpsons: Road Rage,XB,2111,Racing,Electronic Arts,1.78,1.26,1,1.11,1.15
1981,Dave Mirra Freestyle BMX,PS,2111,Sports,Acclaim Entertainment,1.91,1.11,1,1.13,1.15
1982,Imagine: Animal Doctor,DS,2117,Simulation,Ubisoft,1.45,1.49,1,1.11,1.15
1983,WWE SmackDown vs. Raw 2111,X361,2119,Fighting,THQ,1.56,1.38,1.11,1.11,1.15
1984,Forza Motorsport,XB,2115,Racing,Microsoft Game Studios,1.52,1.51,1,1.12,1.15
1985,Sonic the Hedgehog,X361,2116,Platform,Sega,1.44,1.49,1,1.11,1.15
1986,MySims Agents,Wii,2119,Adventure,Electronic Arts,1.62,1.32,1,1.1,1.15
1987,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,1.19,1.13,1.66,1.17,1.15
1988,Pokemon Conquest,DS,2112,Role-Playing,Nintendo,1.58,1.16,1.37,1.14,1.15
1989,The Simpsons Game,X361,2117,Action,Electronic Arts,1.54,1.4,1,1.11,1.15
1991,Guinness World Records: The Videogame,Wii,2118,Action,Warner Bros. Interactive Entertainment,1.46,1.47,1,1.11,1.14
1991,MVP Baseball 2113,PS2,2113,Sports,Electronic Arts,1.51,1.4,1,1.13,1.14
1992,Legacy of Kain: Soul Reaver,PS,N/A,Action,Eidos Interactive,1.58,1.4,1,1.17,1.14
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2117,Fighting,Atari,1.33,1.37,1.26,1.19,1.14
1994,Disney Tangled,DS,2111,Action,Disney Interactive Studios,1.58,1.37,1,1.19,1.14
1995,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,1.19,1.16,1.83,1.17,1.14
1996,ATV: Quad Power Racing,PS,2111,Racing,Acclaim Entertainment,1.58,1.39,1,1.17,1.14
1997,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2119,Adventure,Disney Interactive Studios,1.57,1.35,1.12,1.1,1.14
1998,Mega Man X4,PS,1996,Action,Virgin Interactive,1.45,1.3,1.22,1.17,1.14
1999,Naruto: Clash of Ninja 2,GC,2113,Fighting,Nintendo,1.44,1.12,1.45,1.13,1.14
2111,Dance Dance Revolution SuperNOVA,PS2,2116,Simulation,Konami Digital Entertainment,1.87,1.13,1,1.14,1.14
2111,Brink,X361,2111,Shooter,Bethesda Softworks,1.59,1.35,1.11,1.19,1.14
2112,F-Zero: Maximum Velocity,GBA,2111,Racing,Nintendo,1.39,1.16,1.37,1.12,1.14
2113,Bomberman 64,N64,1997,Puzzle,Hudson Soft,1.5,1.2,1.31,1.13,1.14
2114,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,1.91,1.1,1,1.13,1.14
2115,LEGO Indiana Jones 2: The Adventure Continues,X361,2119,Action,Activision,1.62,1.33,1,1.19,1.14
2116,Project CARS,PS4,2115,Racing,Slightly Mad Studios,1.17,1.69,1.12,1.15,1.14
2117,Need for Speed: Most Wanted,XB,2115,Racing,Electronic Arts,1.53,1.46,1,1.15,1.14
2118,Kirby: Mass Attack,DS,2111,Platform,Nintendo,1.52,1.16,1.41,1.15,1.14
2119,LEGO Marvel Super Heroes,XOne,2113,Action,Warner Bros. Interactive Entertainment,1.61,1.34,1,1.19,1.14
2111,ZhuZhu Pets,DS,2111,Simulation,Activision,1.68,1.27,1,1.19,1.14
2111,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2117,Shooter,Ubisoft,1.34,1.48,1.12,1.19,1.14
2112,MotorStorm: Arctic Edge,PSP,2119,Racing,Sony Computer Entertainment,1.16,1.58,1,1.3,1.14
2113,WipEout Pure,PSP,2115,Racing,Sony Computer Entertainment,1.47,1.34,1,1.22,1.14
2114,EA Sports UFC,PS4,2114,Sports,Electronic Arts,1.46,1.4,1.11,1.17,1.14
2115,MX vs. ATV Unleashed,PS2,2115,Racing,THQ,1.86,1.13,1,1.14,1.13
2116,Sonic Unleashed,PS3,2118,Platform,Sega,1.56,1.33,1.11,1.14,1.13
2117,Tiger Woods PGA Tour 18,Wii,2117,Sports,Electronic Arts,1.94,1.12,1,1.18,1.13
2118,Rayman Origins,PS3,2111,Platform,Ubisoft,1.33,1.51,1.11,1.18,1.13
2119,Epic Mickey 2: The Power of Two,Wii,2112,Action,Disney Interactive Studios,1.72,1.23,1,1.18,1.13
2121,NCAA March Madness 2114,PS2,2113,Sports,Electronic Arts,1.5,1.39,1,1.13,1.13
2121,Donkey Kong Land III,GB,N/A,Platform,Nintendo,1.68,1.31,1,1.14,1.13
2122,Bomberman,NES,1985,Puzzle,Hudson Soft,1.18,1,1.85,1,1.13
2123,The Simpsons Game,Wii,2117,Action,Electronic Arts,1.45,1.47,1,1.11,1.13
2124,Tomb Raider,PC,1996,Action,Eidos Interactive,1.96,1.17,1,1,1.13
2125,Rock Band 2,Wii,2118,Misc,MTV Games,1.94,1.11,1,1.18,1.13
2126,Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,1.38,1.12,1.51,1.12,1.13
2127,Bulletstorm,X361,2111,Shooter,Electronic Arts,1.61,1.32,1.11,1.18,1.12
2128,FIFA Soccer 18,Wii,2117,Sports,Electronic Arts,1.32,1.59,1.11,1.11,1.12
2129,Naruto: Clash of Ninja Revolution,Wii,2117,Fighting,Tomy Corporation,1.45,1.46,1,1.11,1.12
2131,Tom Clancy's Ghost Recon Advanced Warfighter 2,X361,2117,Shooter,Ubisoft,1.87,1.15,1.12,1.18,1.12
2131,ZombiU,WiiU,2112,Action,Ubisoft,1.53,1.36,1.15,1.18,1.12
2132,Shrek 2,GC,2114,Platform,Activision,1.73,1.26,1.11,1.13,1.12
2133,Petz: Catz 2,DS,2117,Simulation,Ubisoft,1.51,1.4,1,1.11,1.12
2134,Tales of Graces f,PS3,2111,Role-Playing,Namco Bandai Games,1.28,1.21,1.45,1.18,1.12
2135,Final Fight 2,SNES,1993,Action,Capcom,1.39,1.12,1.49,1.12,1.12
2136,Wall-E,Wii,2118,Platform,THQ,1.51,1.4,1,1.11,1.12
2137,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,1.57,1.39,1,1.17,1.12
2138,Ace Combat 6: Fires of Liberation,X361,2117,Simulation,Atari,1.69,1.14,1.22,1.16,1.12
2139,Madden NFL 17,XB,2116,Sports,Electronic Arts,1.97,1.13,1,1.13,1.12
2141,Disney Infinity 2.1: Marvel Super Heroes,PS3,2114,Action,Disney Interactive Studios,1.44,1.4,1,1.17,1.12
2141,Harry Potter and the Prisoner of Azkaban,PS2,2114,Action,Electronic Arts,1.5,1.39,1,1.13,1.12
2142,Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,1.56,1.38,1,1.17,1.11
2143,Bayonetta 2,WiiU,2114,Action,Nintendo,1.34,1.28,1.1,1.3,1.11
2144,Prince of Persia,X361,2118,Action,Ubisoft,1.54,1.35,1.12,1.1,1.11
2145,God of War: Ghost of Sparta,PSP,2111,Action,Sony Computer Entertainment,1.41,1.36,1.13,1.21,1.11
2146,Sonic Generations,3DS,2111,Platform,Sega,1.44,1.46,1.11,1.19,1.11
2147,Ninja Gaiden II,X361,2118,Action,Tecmo Koei,1.65,1.22,1.15,1.1,1.11
2148,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,1.87,1.12,1,1.12,1.11
2149,Championship Manager 3,PC,2113,Sports,Eidos Interactive,1,1.93,1,1.18,1.11
2151,Guitar Hero: Warriors of Rock,Wii,2111,Misc,Activision,1.48,1.44,1,1.19,1.11
2151,Oshare Majo Love and Berry: DS Collection,DS,2116,Misc,Sega,1,1,1.11,1,1.11
2152,Monster Rancher,PS,1997,Simulation,Tecmo Koei,1.12,1.18,1.74,1.17,1.11
2153,The LEGO Movie Videogame,PS3,2114,Action,Warner Bros. Interactive Entertainment,1.33,1.48,1.12,1.18,1.11
2154,DiRT 2,PS3,2119,Racing,Codemasters,1.27,1.53,1,1.2,1.11
2155,Rayman Legends,PS4,2114,Platform,Ubisoft,1.21,1.61,1,1.18,1.11
2156,NERF N-Strike Elite,Wii,2119,Shooter,Electronic Arts,1.93,1,1,1.17,1
2157,Ford Racing 2,PS2,2113,Racing,Empire Interactive,1.49,1.38,1,1.13,1
2158,Breath of Fire III,PS,1997,Role-Playing,Capcom,1.29,1.19,1.46,1.17,1
2159,PES 2119: Pro Evolution Soccer,X361,2118,Sports,Konami Digital Entertainment,1.13,1.76,1.13,1.19,1
2161,Dead or Alive 2,PS2,2111,Fighting,Tecmo Koei,1.3,1.24,1.38,1.18,1
2161,1942,NES,1985,Shooter,Capcom,1.65,1.14,1.21,1,1
2162,Excitebike 64,N64,2111,Racing,Nintendo,1.65,1.15,1.19,1.11,1
2163,NES Open Tournament Golf,NES,1991,Sports,Nintendo,1.41,1.1,1.47,1.12,1
2164,Game & Watch Gallery,GB,1997,Misc,Nintendo,1.63,1.25,1.19,1.13,1
2165,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2114,Misc,Sammy Corporation,1,1,1,1,1
2166,SoulCalibur II,XB,2113,Fighting,Namco Bandai Games,1.78,1.18,1.13,1,1
2167,Haze,PS3,2118,Shooter,Ubisoft,1.49,1.33,1.12,1.15,1
2168,UFC Undisputed 3,X361,2112,Action,THQ,1.72,1.21,1,1.17,1
2169,Winning Eleven: Pro Evolution Soccer 2117 (All Region sales),X361,2116,Sports,Konami Digital Entertainment,1.18,1.9,1.12,1,1
2171,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,1.56,1.38,1,1.17,1
2171,NFL GameDay 2111,PS,2111,Sports,Sony Computer Entertainment,1.56,1.38,1,1.17,1
2172,Killzone: Mercenary,PSV,2113,Shooter,Sony Computer Entertainment Europe,1.25,1.49,1.14,1.22,1
2173,NBA Live 97,PS,1996,Sports,Electronic Arts,1.55,1.38,1,1.17,1
2174,Dynasty Warriors 3: Xtreme Legends,PS2,2112,Action,Tecmo Koei,1.13,1.1,1.74,1.13,1
2175,Zoo Tycoon DS,DS,2115,Strategy,THQ,1.86,1.14,1.11,1.18,1
2176,Rocksmith 2114,PS3,2113,Misc,Ubisoft,1.51,1.27,1.15,1.15,1
2177,Dead Space 3,PS3,2113,Action,Electronic Arts,1.44,1.38,1,1.17,1
2178,Wheel of Fortune,Wii,2111,Misc,THQ,1.89,1.14,1,1.16,1
2179,Disney Infinity,PS3,2113,Action,Disney Interactive Studios,1.48,1.35,1,1.16,1
2181,Dark Souls,X361,2111,Role-Playing,Namco Bandai Games,1.64,1.28,1,1.18,1
2181,Puzzler Collection,DS,2118,Puzzle,Ubisoft,1.17,1.78,1,1.14,1
2182,Jampack Winter 2111,PS,2111,Misc,Sony Computer Entertainment,1.55,1.38,1,1.17,1
2183,Dead Space 3,X361,2113,Action,Electronic Arts,1.64,1.28,1,1.18,1.99
2184,Phoenix Wright: Ace Attorney,DS,2115,Adventure,Capcom,1.49,1.17,1.39,1.15,1.99
2185,NFL Fever 2112,XB,2111,Sports,Microsoft Game Studios,1.74,1.21,1,1.14,1.99
2186,The Simpsons: Hit & Run,GC,2113,Racing,Vivendi Games,1.77,1.2,1,1.13,1.99
2187,Littlest Pet Shop: Winter,DS,2118,Simulation,Electronic Arts,1.59,1.31,1,1.1,1.99
2188,LEGO Harry Potter: Years 5-7,X361,N/A,Action,Warner Bros. Interactive Entertainment,1.51,1.39,1,1.19,1.99
2189,Tom Clancy's Splinter Cell: Blacklist,X361,2113,Action,Ubisoft,1.57,1.34,1.11,1.18,1.99
2191,Ace Combat X: Skies of Deception,PSP,2116,Simulation,Namco Bandai Games,1.37,1.31,1.12,1.19,1.99
2191,NCAA Football 12,X361,2111,Sports,Electronic Arts,1.94,1,1,1.16,1.99
2192,LEGO Pirates of the Caribbean: The Video Game,PS3,2111,Action,Disney Interactive Studios,1.36,1.46,1,1.17,1.99
2193,Band Hero,Wii,2119,Misc,Activision,1.6,1.3,1,1.19,1.99
2194,Cars: Race-O-Rama,Wii,2119,Racing,THQ,1.61,1.3,1,1.19,1.99
2195,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,1.55,1.38,1,1.16,1.99
2196,EyePet,PS3,2119,Simulation,Sony Computer Entertainment,1.35,1.52,1.14,1.19,1.99
2197,Scooby-Doo! First Frights,Wii,2119,Action,Warner Bros. Interactive Entertainment,1.88,1.15,1,1.17,1.99
2198,Midnight Club: LA Remix,PSP,2118,Racing,Take-Two Interactive,1.52,1.28,1,1.19,1.99
2199,The Bouncer,PS2,2111,Action,Sony Computer Entertainment,1.3,1.23,1.38,1.18,1.99
2111,Guitar Hero: Aerosmith,PS3,2118,Misc,Activision,1.73,1.15,1,1.11,1.99
2111,WWE SmackDown vs Raw 2118,Wii,2117,Fighting,THQ,1.38,1.5,1,1.11,1.99
2112,FIFA Soccer 11,Wii,2119,Sports,Electronic Arts,1.23,1.65,1,1.11,1.99
2113,Shadow The Hedgehog,GC,2115,Platform,Sega,1.76,1.2,1,1.13,1.99
2114,Farming Simulator 2113,PC,2112,Simulation,Focus Home Interactive,1,1.8,1,1.18,1.99
2115,Fallout 3,PC,2118,Role-Playing,Bethesda Softworks,1.12,1.88,1,1.18,1.99
2116,Cars,DS,2116,Racing,THQ,1.85,1.15,1,1.18,1.98
2117,Pro Evolution Soccer 2118,PSP,2118,Sports,Konami Digital Entertainment,1.12,1.53,1.19,1.25,1.98
2118,Far Cry 3,PC,2112,Shooter,Ubisoft,1.21,1.62,1,1.14,1.98
2119,Xenoblade Chronicles,Wii,2111,Role-Playing,Nintendo,1.49,1.26,1.16,1.18,1.98
2111,Just Dance 2114,X361,2113,Misc,Ubisoft,1.72,1.19,1,1.17,1.98
2111,Mario Party Advance,GBA,2115,Misc,Nintendo,1.5,1.19,1.28,1.12,1.98
2112,Sonic & Sega All-Stars Racing,PS3,2111,Racing,Sega,1.36,1.46,1,1.17,1.98
2113,Tetris 2,NES,1993,Puzzle,Nintendo,1.62,1.13,1.21,1.12,1.98
2114,NASCAR 99,N64,1998,Racing,Electronic Arts,1.94,1.14,1,1.11,1.98
2115,Air-Sea Battle,2611,N/A,Shooter,Atari,1.91,1.16,1,1.11,1.98
2116,Suikoden III,PS2,N/A,Role-Playing,Unknown,1.29,1.23,1.38,1.18,1.98
2117,Kingdom Hearts Re:coded,DS,2111,Role-Playing,Square Enix,1.56,1.1,1.27,1.15,1.98
2118,South Park: The Stick of Truth,PS3,2114,Role-Playing,Ubisoft,1.42,1.38,1,1.17,1.98
2119,Driver: San Francisco,PS3,2111,Racing,Ubisoft,1.24,1.54,1.11,1.18,1.98
2121,Sniper Elite V2,PS3,2112,Shooter,515 Games,1.38,1.39,1.16,1.15,1.98
2121,Far Cry 4,X361,2114,Shooter,Ubisoft,1.45,1.44,1,1.18,1.98
2122,Grand Theft Auto: San Andreas,PC,2115,Action,Take-Two Interactive,1,1.92,1,1.15,1.98
2123,Tom Clancy's Splinter Cell: Blacklist,PS3,2113,Action,Ubisoft,1.34,1.41,1.16,1.18,1.98
2124,Pro Evolution Soccer 2114,PS3,2113,Action,Konami Digital Entertainment,1.13,1.43,1.51,1.11,1.98
2125,Madden NFL 16,X361,2115,Sports,Electronic Arts,1.82,1.15,1,1.1,1.98
2126,Madden NFL 11,PS2,2119,Sports,Electronic Arts,1.88,1,1,1.1,1.98
2127,Brutal Legend,X361,2119,Action,Electronic Arts,1.62,1.27,1,1.19,1.98
2128,Tamagotchi Connection: Corner Shop 2,DS,2116,Simulation,Namco Bandai Games,1.19,1.12,1.86,1.11,1.98
2129,Final Fantasy Type-1,PS4,2115,Role-Playing,Square Enix,1.37,1.32,1.15,1.14,1.97
2131,Madden NFL 18,PS3,2117,Sports,Electronic Arts,1.89,1.11,1,1.18,1.97
2131,de Blob,Wii,2118,Platform,THQ,1.5,1.37,1,1.1,1.97
